kegg.names labels type x y width height DCIS_1 DCIS_2 DCIS_3 DCIS_1.col DCIS_2.col DCIS_3.col
2 5923 RASGRF1 gene 392 236 46 17 -0.799907946991127 -0.257877171813234 0.171596901097599 #00FF00 #6AE96A #9EDE9E
3 1843 DUSP1 gene 789 364 46 17 0.887273894855325 1.54062238353775 -1.96208305726376 #DE9E9E #F43535 #00FF00
4 1845 DUSP3 gene 740 364 46 17 -0.795848566197845 0.448461330197755 0.251515658019363 #00FF00 #D3D3D3 #D3D3D3
5 5495 PPM1B gene 596 770 46 17 0.537789184370171 -0.299899812513669 -0.144431492112606 #D3D3D3 #6AE96A #6AE96A
6 356 FASLG gene 137 692 46 17 -0.190391591091081 -0.0848930960648877 0.0180027334892889 #6AE96A #9EDE9E #9EDE9E
11 9448 MAP4K4 gene 494 487 46 17 0.472104796293066 -0.420450528748807 -0.287548072431229 #D3D3D3 #35F435 #6AE96A
12 5321 PLA2G4A gene 850 219 46 17 -1.72595956458277 -1.188870137892 -0.166590639168368 #00FF00 #00FF00 #6AE96A
13 3925 STMN1 gene 850 195 46 17 -0.0901893429217324 -0.312563048599626 0.597100133843881 #9EDE9E #6AE96A #D3D3D3
14 4137 MAPT gene 850 174 46 17 0.683694872125507 1.34259356220208 0.480389466108819 #D3D3D3 #E96A6A #D3D3D3
15 4790 NFKB1 gene 914 131 46 17 -0.16802028999805 -0.200465955796452 0.107254860839107 #6AE96A #6AE96A #9EDE9E
16 1147 CHUK gene 786 142 46 17 1.57739252257287 1.2831270903595 -0.260805294101637 #F43535 #E96A6A #6AE96A
17 9020 MAP3K14 gene 786 121 46 17 -0.704037886468105 -0.0561296853342634 0.054292189455686 #00FF00 #9EDE9E #9EDE9E
18 5594 MAPK1 gene 763 311 46 17 0.336994587339267 -0.105973482323336 0.149347957618593 #D3D3D3 #6AE96A #9EDE9E
19 8649 LAMTOR3 gene 737 286 46 17 0.96570210936948 0.0375516496553878 -0.208205362918143 #DE9E9E #9EDE9E #6AE96A
20 5605 MAP2K2 gene 676 322 46 17 -0.0177165807056641 0.288863705866892 0.224446459687965 #9EDE9E #D3D3D3 #D3D3D3
21 5604 MAP2K1 gene 676 300 46 17 0.352191608778188 0.0661806098472066 -0.0140438289754314 #D3D3D3 #9EDE9E #9EDE9E
22 4342 MOS gene 580 334 46 17 -0.10269868526114 0.00977259557723986 0.00176423504764855 #6AE96A #9EDE9E #9EDE9E
23 5894 RAF1 gene 580 311 46 17 -0.0501369404256362 -0.102293597229934 -0.0272970642067705 #9EDE9E #6AE96A #9EDE9E
24 673 BRAF gene 580 287 46 17 -0.449859040117331 0.0841716857922821 0.192156002909817 #35F435 #9EDE9E #9EDE9E
25 5921 RASA1 gene 462 369 46 17 1.44708610115607 -0.228255330058085 -0.00633669499096001 #F43535 #6AE96A #9EDE9E
26 4763 NF1 gene 462 348 46 17 0.883458202079377 -0.0699746229125662 -0.0313582231262295 #DE9E9E #9EDE9E #9EDE9E
27 5578 PRKCA gene 487 257 46 17 -0.919133349663703 -0.0561278183536596 0.744527617084079 #00FF00 #9EDE9E #D3D3D3
